Artist Name,Artist Genre,Artist Subgenre,Origin Country,Day,Popularity,Top Track Name,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time Signature,Unnamed: 19,Unnamed: 20
JID,Hip Hop,hip hop,U.S.,Thursday,75,151 Rum,756,867,7,-3626,1,162,155,285,33,666,129983,156780,4,,
JID,Hip Hop,hip hop,U.S.,Thursday,75,Danger (Spider) (Offset & JID),833,686,11,-639,1,117,421,128,227,252,143427,205267,4,,
Omar Sheriff,Hip Hop,rap,Norway,Thursday,44,PAF.no,827,421,8,-8996,1,609,824,0.00117,164,703,98041,226706,4,,
Omar Sheriff,Hip Hop,rap,Norway,Thursday,44,IBOPROFEN,446,713,6,-6362,0,518,46,0,674,573,69592,130920,4,,
Omar Sheriff,Hip Hop,rap,Norway,Thursday,44,Meri Jaan - LePark Studio. Milan,756,583,6,-7278,0,109,698,157,999,47,110003,229335,4,,
Omar Sheriff,Hip Hop,rap,Norway,Thursday,44,KENYA - Live from DY Patil Stadium. Mumbai,383,547,9,-8392,1,644,589,0.000212,954,456,144642,226965,4,,
Omar Sheriff,Hip Hop,rap,Norway,Thursday,44,SALMALAKS,613,515,6,-7826,0,288,784,0.00476,358,551,164806,232364,4,,
Lous and The Yakuza,Pop,belgian pop,Belgium,Thursday,50,Je ne sais pas (feat. Sfera Ebbasta),702,447,4,-10107,0,444,129,0.000347,121,231,124979,194053,4,,
Lous and The Yakuza,Pop,belgian pop,Belgium,Thursday,50,Dilemme (with tha Supreme & Mara Sattei),859,54,5,-6775,0,825,329,0,976,554,14502,231333,4,,
Lous and The Yakuza,Pop,belgian pop,Belgium,Thursday,50,Dilemme,841,541,5,-7564,0,143,968,0,982,378,145038,187013,4,,
Lous and The Yakuza,Pop,belgian pop,Belgium,Thursday,50,Lubie,416,459,1,-6339,0,42,873,0.000414,113,503,174401,148893,3,,
Lous and The Yakuza,Pop,belgian pop,Belgium,Thursday,50,Future Nostalgia,687,729,11,-551,0,795,446,0.00477,37,413,150029,189107,4,,
Rina Sawayama,Pop,art pop,Japan,Thursday,58,Beg for You (feat. Rina Sawayama),788,945,9,-5091,1,599,223,0.000297,115,466,128036,168053,4,,
Rina Sawayama,Pop,art pop,Japan,Thursday,58,This Hell,629,85,9,-3709,0,373,461,0.000452,124,472,120993,236078,4,,
Rina Sawayama,Pop,art pop,Japan,Thursday,58,XS,635,929,2,-3256,0,146,854,0.000114,822,59,117039,201060,4,,
Rina Sawayama,Pop,art pop,Japan,Thursday,58,Frankenstein,51,833,8,-4095,1,984,531,0,122,51,176846,192073,4,,
Rina Sawayama,Pop,art pop,Japan,Thursday,58,Comme Des Garï¿½ons (Like The Boys),724,715,0,-3776,1,116,246,276,441,645,119162,181506,4,,
Sudan Archives,,afrofuturism,Sudan,Thursday,47,Selfish Soul - ODESZA Remix,623,888,9,-5122,0,833,321,143,526,187,107022,206211,4,,
Sudan Archives,,afrofuturism,Sudan,Thursday,47,Selfish Soul,677,551,7,-7963,1,293,206,269,88,246,106954,142667,4,,
Sudan Archives,,afrofuturism,Sudan,Thursday,47,Come Meh Way,682,861,4,-6614,0,978,738,758,183,742,159983,146000,4,,
Sudan Archives,,afrofuturism,Sudan,Thursday,47,Confessions,536,405,2,-6146,1,399,385,137,169,271,102004,173567,4,,
Sudan Archives,,afrofuturism,Sudan,Thursday,47,Nont For Sale,761,502,2,-7522,1,962,899,0.000427,126,396,140036,219690,4,,
Yung Lean,Hip Hop,cloud rap,Sweden,Thursday,63,Ginseng Strip 2002,601,712,1,-9433,1,436,848,0,461,389,11497,154000,4,,
Yung Lean,Hip Hop,cloud rap,Sweden,Thursday,63,PARASAIL (feat. Yung Lean & Dave Chappelle),31,391,5,-8531,0,411,856,424,209,211,145142,154964,3,,
Yung Lean,Hip Hop,cloud rap,Sweden,Thursday,63,Agony,585,166,11,-17194,1,334,942,69,103,322,99916,214173,4,,
Yung Lean,Hip Hop,cloud rap,Sweden,Thursday,63,Kyoto,622,717,11,-7449,0,208,218,0.000219,113,208,116934,270000,4,,
Yung Lean,Hip Hop,cloud rap,Sweden,Thursday,63,Violent Lullaby (with Yung Lean),7,46,7,-6425,0,14,732,204,142,351,168004,140455,4,,
Chupame El Dedo,Electronic,tropical alternativo,Colombia,Thursday,7,Metalero,599,932,2,-7558,1,62,194,684,139,905,162769,225750,4,,
Chupame El Dedo,Electronic,tropical alternativo,Colombia,Thursday,7,No Te Metas Con Satan,614,904,0,-7765,1,771,699,246,356,387,97444,318285,4,,
Chupame El Dedo,Electronic,tropical alternativo,Colombia,Thursday,7,La Matï¿½,628,564,1,-12066,0,658,167,854,174,333,84901,182443,4,,
Chupame El Dedo,Electronic,tropical alternativo,Colombia,Thursday,7,Alexandra Candelaria,807,713,11,-10532,0,181,876,153,101,78,119966,462898,4,,
Chupame El Dedo,Electronic,tropical alternativo,Colombia,Thursday,7,Peos,389,84,11,-953,0,824,109,397,661,856,171744,220712,4,,
Clarissa Connelly,Pop,danish indie pop,Denmark,Thursday,22,Wee Rosebud,293,724,2,-14696,1,356,993,25,107,265,87006,261959,4,,
Clarissa Connelly,Pop,danish indie pop,Denmark,Thursday,22,ï¿½ine,647,412,10,-1644,0,707,968,783,248,191,119964,58207,4,,
Clarissa Connelly,Pop,danish indie pop,Denmark,Thursday,22,De Novo,386,227,1,-10393,1,3,819,356,107,334,179101,170000,4,,
Clarissa Connelly,Pop,danish indie pop,Denmark,Thursday,22,Shallow Water,587,255,9,-14185,1,284,899,17,168,434,114948,78417,4,,
Clarissa Connelly,Pop,danish indie pop,Denmark,Thursday,22,Holler,467,407,0,-9488,1,258,863,612,1,211,90997,206000,4,,
Courtney Marie Andrews,,alternative country,U.S.,Thursday,38,If I Told,283,221,10,-15344,1,423,841,595,975,299,80413,298013,4,,
Courtney Marie Andrews,,alternative country,U.S.,Thursday,38,Satellite,511,55,4,-8323,1,324,756,0,206,285,77038,174540,4,,
Courtney Marie Andrews,,alternative country,U.S.,Thursday,38,I'll Be Home for Christmas,688,213,6,-10086,1,326,875,0.00785,103,269,110076,172187,4,,
Courtney Marie Andrews,,alternative country,U.S.,Thursday,38,To Ramona,403,209,5,-10437,1,474,932,0.000273,125,486,166597,217587,3,,
Courtney Marie Andrews,,alternative country,U.S.,Thursday,38,Irene,641,422,11,-7887,1,316,535,0.00148,164,589,75007,226773,4,,
Daler Mehendi. Uma Neha. Anurag Kulkarni,Experimental,artistic freedom,South Korea,Thursday,15,Paisa Vasool,841,909,4,-4375,0,199,417,245,103,707,109974,236444,4,,
Nissebanden & Danmarks Radios Underholdningsorkester,,klassisk,Denmark,Thursday,16,Isbjerge - 2011 Remastered Version,276,389,2,-7334,1,302,956,911,254,2,118705,221867,4,,
Nissebanden & Danmarks Radios Underholdningsorkester,,klassisk,Denmark,Thursday,16,Nordlys - 2011 Remastered Version,803,393,9,-8097,0,325,93,954,122,373,171488,112760,4,,
Dry Cleaning,Indie,crank wave,United Kingdom,Thursday,40,Don't Press Me,456,796,10,-4906,1,312,0.00712,893,943,636,152911,110302,3,,
Dry Cleaning,Indie,crank wave,United Kingdom,Thursday,40,Scratchcard Lanyard,534,838,11,-5011,0,38,173,153,784,779,151439,246600,4,,
Dry Cleaning,Indie,crank wave,United Kingdom,Thursday,40,Gary Ashby,455,861,11,-5183,0,509,175,763,111,396,159407,130480,4,,
Dry Cleaning,Indie,crank wave,United Kingdom,Thursday,40,Magic of Meghan,553,92,2,-5361,1,361,0.00127,656,168,802,7907,230122,4,,
Dry Cleaning,Indie,crank wave,United Kingdom,Thursday,40,Strong Feelings,748,467,11,-9253,0,365,208,876,656,96,130047,244533,4,,
Ethel Cain,,countrygaze,U.S.,Thursday,60,American Teenager,415,748,4,-5008,1,481,305,0,903,154,120056,258419,4,,
Ethel Cain,,countrygaze,U.S.,Thursday,60,Crush,529,356,4,-10942,1,288,276,0,108,223,94952,204318,4,,
Ethel Cain,,countrygaze,U.S.,Thursday,60,A House In Nebraska,245,365,2,-7891,1,343,373,0.00656,108,218,129417,466467,4,,
Ethel Cain,,countrygaze,U.S.,Thursday,60,Ptolemaea,281,374,1,-10678,0,376,118,893,59,349,87783,383867,4,,
Ethel Cain,,countrygaze,U.S.,Thursday,60,Dying Star (feat. Ethel Cain),363,277,4,-8287,0,329,479,0,893,961,179854,255875,4,,
Eyes Set To Kill,,metalcore,Denmark,Thursday,38,Darling,472,934,2,-3842,0,1,216,371,402,387,82079,244787,4,,
Eyes Set To Kill,,metalcore,Denmark,Thursday,38,Broken Frames,4,993,6,-3379,1,171,161,0.000955,695,197,185209,173267,4,,
Eyes Set To Kill,,metalcore,Denmark,Thursday,38,Reach,232,963,11,-2896,0,324,201,0,183,355,85554,261107,4,,
Eyes Set To Kill,,metalcore,Denmark,Thursday,38,Infected,314,975,11,-4156,0,217,259,0,163,246,127116,169280,4,,
Eyes Set To Kill,,metalcore,Denmark,Thursday,38,Die Trying,537,966,2,-2876,1,532,256,0,384,311,10002,215800,4,,
Florist,,countrygaze,U.S.,Thursday,49,Instrumental 3,318,893,9,-25075,1,379,965,878,725,389,136524,87809,4,,
Florist,,countrygaze,U.S.,Thursday,49,The Fear of Losing This,378,124,0,-20639,1,4,909,883,115,159,123028,233063,3,,
Florist,,countrygaze,U.S.,Thursday,49,White Light Doorway,591,545,10,-10724,1,279,877,413,824,12,111601,120833,4,,
Florist,,countrygaze,U.S.,Thursday,49,Moon Begins,487,144,10,-15137,1,41,978,449,109,42,75468,184822,4,,
Florist,,countrygaze,U.S.,Thursday,49,Eyes in the Sun,557,376,11,-24363,1,384,98,59,11,58,79908,157941,4,,
Gabber Modus Operandi,Electronic,deconstructed club,Indonesia,Thursday,20,Sangkakala,57,786,5,-6527,1,305,277,913,568,103,10003,108069,4,,
Gabber Modus Operandi,Electronic,deconstructed club,Indonesia,Thursday,20,Semeton 10 Ton,542,886,6,-5243,0,59,0.00716,809,566,583,100019,225700,4,,
Gabber Modus Operandi,Electronic,deconstructed club,Indonesia,Thursday,20,Kon,291,827,7,-10425,1,691,286,868,992,485,159901,225000,4,,
Gabber Modus Operandi,Electronic,deconstructed club,Indonesia,Thursday,20,Sangkakala III,321,895,5,-6021,1,464,344,816,331,141,200068,254400,4,,
Gabber Modus Operandi,Electronic,deconstructed club,Indonesia,Thursday,20,Hey Nafsu,443,968,2,-8852,1,869,398,926,144,442,200215,158459,4,,
Gyedu-Blay Ambolley,World,afrobeat,Ghana,Thursday,29,Highlife,84,727,5,-11973,0,519,383,19,114,863,124528,299713,4,,
Gyedu-Blay Ambolley,World,afrobeat,Ghana,Thursday,29,Afrika Yie,852,861,10,-5105,0,467,693,891,489,749,106033,413794,4,,
Gyedu-Blay Ambolley,World,afrobeat,Ghana,Thursday,29,This Hustling World,697,534,7,-10826,0,567,721,0.00129,32,781,110378,258577,4,,
Gyedu-Blay Ambolley,World,afrobeat,Ghana,Thursday,29,Teacher,847,749,7,-6745,1,67,644,196,573,528,106026,416398,4,,
Gyedu-Blay Ambolley,World,afrobeat,Ghana,Thursday,29,Simigwa,796,881,2,-1435,0,552,666,888,131,919,118831,122676,4,,
Harvey Sutherland,,australian house,Australia,Thursday,36,Watch Your Step (Harvey Sutherland Remix),832,598,4,-5466,0,796,244,186,926,771,123019,230933,4,,
Harvey Sutherland,,australian house,Australia,Thursday,36,perfect 10,792,612,1,-6006,1,451,118,205,136,764,114007,202752,4,,
Harvey Sutherland,,australian house,Australia,Thursday,36,Bamboo,818,467,5,-10184,0,353,127,913,123,533,115363,376960,4,,
Harvey Sutherland,,australian house,Australia,Thursday,36,New Ferrari - Harvey Sutherland's Weird Flex Mix,718,844,4,-6797,0,374,104,909,809,484,111983,221190,4,,
Harvey Sutherland,,australian house,Australia,Thursday,36,One to Remember (Forget Me Nots Dub),756,501,10,-1059,0,437,447,863,702,787,95019,311634,4,,
Indigo De Souza,Indie,asheville indie,U.S.,Thursday,50,Boys,738,225,2,-15651,1,363,862,167,107,189,103035,212544,4,,
Indigo De Souza,Indie,asheville indie,U.S.,Thursday,50,Take Off Ur Pants,406,662,9,-9548,1,534,947,183,383,653,127482,220250,4,,
Indigo De Souza,Indie,asheville indie,U.S.,Thursday,50,What Are We Gonna Do Now,394,257,4,-8588,1,691,365,0,103,11,164412,204292,5,,
Indigo De Souza,Indie,asheville indie,U.S.,Thursday,50,How I Get Myself Killed,387,497,11,-7124,1,388,115,0.00283,11,227,16766,196250,4,,
Indigo De Souza,Indie,asheville indie,U.S.,Thursday,50,Sleep Talking,518,217,9,-1402,0,479,31,96,682,237,168219,186987,4,,
Ithaca,Rock,uk post-hardcore,United Kingdom,Thursday,23,The Future Says Thank You,449,951,1,-3204,0,131,0.00166,587,441,433,160042,218503,3,,
Ithaca,Rock,uk post-hardcore,United Kingdom,Thursday,23,They Fear Us,502,924,2,-3393,1,121,0.00266,0.00311,105,332,145036,250920,4,,
Ithaca,Rock,uk post-hardcore,United Kingdom,Thursday,23,In the Way,512,965,9,-3607,1,659,166,196,372,203,10501,202275,3,,
Ithaca,Rock,uk post-hardcore,United Kingdom,Thursday,23,Fluorescent,488,977,1,-3622,1,104,0.00672,505,388,103,12996,220922,4,,
Ithaca,Rock,uk post-hardcore,United Kingdom,Thursday,23,Cremation Party,384,944,9,-3238,1,764,0.000761,567,346,247,180045,127948,4,,
Kolohe Kai,,jawaiian,Ukraine,Thursday,55,Cool Down,911,722,10,-3967,1,389,125,0,922,861,140032,211147,4,,
Kolohe Kai,,jawaiian,Ukraine,Thursday,55,Ehu Girl,803,625,0,-5379,1,382,135,0,888,94,133013,229760,4,,
Kolohe Kai,,jawaiian,Ukraine,Thursday,55,Dream Girl,595,507,0,-7152,1,363,27,0,376,707,134189,229587,4,,
Kolohe Kai,,jawaiian,Ukraine,Thursday,55,First True Love,782,735,9,-3251,1,353,144,0,158,835,10002,244289,4,,
Kolohe Kai,,jawaiian,Ukraine,Thursday,55,Heartstrings,67,62,0,-5674,1,105,728,0,119,554,87995,222053,4,,
LEENALCHI,,joseon pop,South Korea,Thursday,20,Tiger is Coming,766,491,5,-8699,0,376,782,0,111,688,127849,332343,4,,
LEENALCHI,,joseon pop,South Korea,Thursday,20,Let's Live for Today (Single from Pachinko: Season 1) [Apple TV+ Original Series Soundtrack],512,367,7,-9935,0,656,337,0.000621,701,526,120028,85198,4,,
LEENALCHI,,joseon pop,South Korea,Thursday,20,A Fish Map,68,66,0,-8842,1,204,517,168,441,835,115139,188348,4,,
LEENALCHI,,joseon pop,South Korea,Thursday,20,Catch a Rabbit,794,482,7,-8067,0,18,638,0,108,685,94083,137553,4,,
LEENALCHI,,joseon pop,South Korea,Thursday,20,Please Don't Go,724,63,6,-983,0,113,837,0,349,864,121972,224964,3,,
Onda Vaselina,Latin,latin pop,Mexico,Thursday,54,Te Quiero Tanto. Tanto,601,268,8,-1211,1,291,368,0,209,241,76982,187667,4,,
Onda Vaselina,Latin,latin pop,Mexico,Thursday,54,Un Pie Tras Otro Pie,774,497,9,-10155,1,426,666,0.000594,136,956,97972,250067,4,,
Onda Vaselina,Latin,latin pop,Mexico,Thursday,54,Mï¿½rame a los Ojos,692,934,0,-892,1,319,307,307,392,583,135011,262547,4,,
Onda Vaselina,Latin,latin pop,Mexico,Thursday,54,Vuela Mï¿½s Alto,752,929,8,-6871,1,321,408,325,135,649,132996,272413,4,,
Onda Vaselina,Latin,latin pop,Mexico,Thursday,54,Tus Besos,657,493,4,-9074,1,438,429,0.000588,142,882,157068,141187,4,,
Melodi Ghazal,,alternative/indie,Denmark,Thursday,11,New Melody (feat. Burhan G),565,493,11,-6435,0,287,5,0,125,636,171946,172685,4,,
Melodi Ghazal,,alternative/indie,Denmark,Thursday,11,Fuck The System,797,45,7,-6842,0,456,679,0.00155,845,407,97084,168315,3,,
Melodi Ghazal,,alternative/indie,Denmark,Thursday,11,Begoo,772,636,8,-52,1,545,52,312,951,617,92051,153916,4,,
Melodi Ghazal,,alternative/indie,Denmark,Thursday,11,Motivational Quote,383,356,1,-8589,0,32,933,0,119,206,93073,213600,4,,
Melodi Ghazal,,alternative/indie,Denmark,Thursday,11,Everytime,65,503,8,-7687,0,105,524,107,126,262,153967,193785,3,,
Morgan Wallen,,contemporary country,Sweden,Thursday,85,Last Night,492,675,6,-5456,1,389,467,0,142,478,203759,163855,4,,
Morgan Wallen,,contemporary country,Sweden,Thursday,85,You Proof,732,839,9,-5007,1,345,265,0,602,629,119724,157478,4,,
Morgan Wallen,,contemporary country,Sweden,Thursday,85,Thinkinï¿½ Bout Me,656,757,3,-5775,0,308,492,0,117,429,139971,177388,4,,
Morgan Wallen,,contemporary country,Sweden,Thursday,85,Wasted On You,505,657,11,-524,0,318,373,107,126,252,1960,178520,3,,
Morgan Wallen,,contemporary country,Sweden,Thursday,85,Whiskey Glasses,614,68,6,-458,1,289,369,0.000184,115,707,149959,234347,4,,
NEWAGES,Rock,alternative fun rock,Georgia,Thursday,27,Beside You,798,555,4,-13096,0,1,416,963,143,497,91998,80927,4,,
NEWAGES,Rock,alternative fun rock,Georgia,Thursday,27,Rain Rain Rain Piano Solo Version,672,149,2,-23737,1,743,993,964,108,376,121994,78688,4,,
NEWAGES,Rock,alternative fun rock,Georgia,Thursday,27,hï¿½tel de coton Instrumental,817,185,9,-23961,1,797,96,945,111,667,108099,99064,4,,
NEWAGES,Rock,alternative fun rock,Georgia,Thursday,27,Heart Me Piano Solo Version,71,137,2,-2393,1,734,992,962,102,471,121992,98361,4,,
NEWAGES,Rock,alternative fun rock,Georgia,Thursday,27,Be With Me Piano Solo Version,548,138,0,-23543,1,589,992,967,131,297,121967,90492,4,,
Nora Brown,Folk,modern old-time,U.S.,Thursday,37,Jenny Put the Kettle On,615,268,0,-20601,1,341,874,929,11,383,126326,120610,4,,
Nora Brown,Folk,modern old-time,U.S.,Thursday,37,Cumberland Gap,512,115,5,-24794,1,449,939,959,112,724,98201,68725,4,,
Nora Brown,Folk,modern old-time,U.S.,Thursday,37,Bertie Mae's Chilly Winds,499,122,5,-24803,1,492,927,967,109,791,88591,81865,4,,
Nora Brown,Folk,modern old-time,U.S.,Thursday,37,Buck Creek Girls,547,52,0,-12083,1,343,988,815,136,953,131152,124013,4,,
Nora Brown,Folk,modern old-time,U.S.,Thursday,37,The Very Day Iï¿½m Gone,434,107,11,-17836,1,386,895,436,11,276,165367,176707,4,,
Nova Twins,Punk,black punk,United Kingdom,Thursday,50,1x1 (feat. Nova Twins),452,937,1,-3346,0,161,209,0.000361,606,604,164032,209598,4,,
Nova Twins,Punk,black punk,United Kingdom,Thursday,50,Antagonist,576,947,8,-4473,1,983,646,0.00034,34,274,119922,186173,4,,
Nova Twins,Punk,black punk,United Kingdom,Thursday,50,Cleopatra,557,95,7,-4307,1,729,129,0.00172,585,425,90011,210200,4,,
Nova Twins,Punk,black punk,United Kingdom,Thursday,50,Unholy (feat. Kim Petras) - Nova Twins Remix,617,898,2,-4341,1,563,728,119,386,403,131048,177800,4,,
Nova Twins,Punk,black punk,United Kingdom,Thursday,50,Choose Your Fighter,545,847,2,-5882,1,108,459,153,436,573,130051,135467,4,,
Pongo,Punk,african electronic,Angola,Thursday,40,Kuzola,646,779,0,-4584,0,733,926,0.00168,109,647,97465,235136,3,,
Pongo,Punk,african electronic,Angola,Thursday,40,Doudou,875,557,7,-7892,0,174,742,174,322,778,103957,199093,4,,
Pongo,Punk,african electronic,Angola,Thursday,40,Bruxos,911,746,1,-7522,1,212,739,999,107,506,128048,182893,4,,
Pongo,Punk,african electronic,Angola,Thursday,40,Chora,653,767,0,-6555,1,402,104,0.000214,275,848,124026,176063,4,,
Pongo,Punk,african electronic,Angola,Thursday,40,Wegue Wegue,872,852,8,-642,1,1,349,148,831,514,134978,205893,4,,
Prisma,Rock,progressive alternative,Denmark,Thursday,45,Oiga,659,494,0,-7768,1,238,707,0,295,354,103591,209676,4,,
Prisma,Rock,progressive alternative,Denmark,Thursday,45,Con las Alas Rotas,654,53,9,-7058,1,253,714,0.000438,856,413,100089,205467,4,,
Prisma,Rock,progressive alternative,Denmark,Thursday,45,De Color de Rosa,643,571,5,-5804,1,319,748,0,13,416,74978,186720,4,,
Prisma,Rock,progressive alternative,Denmark,Thursday,45,Se Me Canso el Corazon,641,409,5,-8002,1,283,774,0,788,349,120018,186080,4,,
Prisma,Rock,progressive alternative,Denmark,Thursday,45,Esas cosas del amor,526,457,2,-9784,0,404,748,0,327,731,8314,183733,4,,
Mays Ruslan,Electronic,techno,Ukraine,Thursday,0,Fields Of Thailand,787,815,9,-8434,0,455,242,911,107,405,134002,402985,4,,
Shaï¿½ Universe,,alternative r&b,Nigeria,Thursday,42,Decisions,783,654,11,-6946,0,263,508,231,396,42,140045,240000,4,,
Shaï¿½ Universe,,alternative r&b,Nigeria,Thursday,42,Wish You Wouldn't,439,246,0,-11532,1,589,384,0,824,326,128631,197509,4,,
Shaï¿½ Universe,,alternative r&b,Nigeria,Thursday,42,Passenger Princess,572,507,1,-9555,0,534,59,0,302,709,132947,217431,4,,
Shaï¿½ Universe,,alternative r&b,Nigeria,Thursday,42,LOML,665,473,0,-9362,0,376,296,0,243,405,130133,177761,4,,
Shaï¿½ Universe,,alternative r&b,Nigeria,Thursday,42,Summertime - A COLORS SHOW,522,548,0,-9232,0,102,598,0,103,276,8985,215861,4,,
Soul Glo,Indie,crank wave,U.S.,Thursday,32,Gold Chain Punk (whogonbeatmyass?),3,964,6,-1779,0,184,234,268,303,187,141759,227000,4,,
Soul Glo,Indie,crank wave,U.S.,Thursday,32,If I Speak (Shut The Fuck Up),27,95,7,-5816,1,115,277,925,118,175,93893,157218,4,,
Soul Glo,Indie,crank wave,U.S.,Thursday,32,Driponomics,53,938,0,-1449,1,188,917,0.00683,196,514,130044,169782,4,,
Soul Glo,Indie,crank wave,U.S.,Thursday,32,Jump!! (Or Get Jumped!!!)((by the future)),182,987,1,-1238,1,245,0.00698,14,352,623,173542,206246,4,,
Soul Glo,Indie,crank wave,U.S.,Thursday,32,Coming Correct Is Cheaper,336,991,8,-1998,1,252,159,319,78,319,99595,184518,4,,
Special Interest,Punk,synth punk,U.S.,Thursday,31,Concerning Peace - Machine Girl Remix,581,847,7,-6267,1,747,126,906,4,383,92997,265267,4,,
Special Interest,Punk,synth punk,U.S.,Thursday,31,Street Pulse Beat - Boy Harsher Remix,784,843,0,-5247,0,419,915,172,609,333,140022,312777,4,,
Special Interest,Punk,synth punk,U.S.,Thursday,31,Cherry Blue Intention,468,984,5,-4083,0,884,267,123,136,497,138886,203455,4,,
Special Interest,Punk,synth punk,U.S.,Thursday,31,Midnight Legend,664,717,10,-5494,0,378,545,205,634,304,119917,204874,4,,
Special Interest,Punk,synth punk,U.S.,Thursday,31,LA Blues - Marie Davidson Remix,664,912,1,-73,1,474,124,819,998,426,127008,421320,4,,
SugarHill Keem,Hip Hop,new york drill,Denmark,Thursday,56,Can't Wait,835,709,1,-10193,1,377,147,0,113,698,140102,102868,4,,
SugarHill Keem,Hip Hop,new york drill,Denmark,Thursday,56,Ice Cream Truck,752,647,6,-941,0,341,105,0.000157,943,802,144005,106728,4,,
SugarHill Keem,Hip Hop,new york drill,Denmark,Thursday,56,Evil Twins,815,604,2,-879,1,504,737,0,828,489,142152,135275,4,,
SugarHill Keem,Hip Hop,new york drill,Denmark,Thursday,56,WTF,74,463,5,-14936,0,821,218,0,13,506,149783,89652,4,,
SugarHill Keem,Hip Hop,new york drill,Denmark,Thursday,56,What Ya On,694,685,1,-8722,0,358,938,0,118,202,139759,89304,4,,
Uniform,Metal,drone metal,U.S.,Thursday,20,Penance,518,734,2,-10535,1,302,313,848,939,354,116001,234742,4,,
Uniform,Metal,drone metal,U.S.,Thursday,20,You Are the Beginning,18,995,1,-3829,1,142,204,0.00262,558,39,962,224440,4,,
Uniform,Metal,drone metal,U.S.,Thursday,20,A Man from the Earth,269,969,1,-3938,1,983,445,472,127,115,83847,107936,4,,
Uniform,Metal,drone metal,U.S.,Thursday,20,Gallows in Heaven,536,651,7,-13283,1,636,353,9,286,189,119999,257964,5,,
Uniform,Metal,drone metal,U.S.,Thursday,20,Life in Remission,817,758,7,-5929,1,13,0.00399,922,716,237,84659,265947,4,,
yunï¿½ pinku,Electronic,dance electronic,Ireland,Thursday,43,What You Like,794,543,6,-963,1,519,398,783,858,598,124009,193893,4,,
yunï¿½ pinku,Electronic,dance electronic,Ireland,Thursday,43,Make You Scream - yunï¿½ pinku Remix,614,763,5,-9594,0,34,152,882,11,442,124008,164106,4,,
yunï¿½ pinku,Electronic,dance electronic,Ireland,Thursday,43,Higher Than Ever Before - yunï¿½ pinku Remix,596,492,8,-9129,1,547,242,459,17,134,160041,217153,4,,
yunï¿½ pinku,Electronic,dance electronic,Ireland,Thursday,43,Bluff,804,667,5,-6233,0,56,662,247,895,453,137036,187167,4,,
yunï¿½ pinku,Electronic,dance electronic,Ireland,Thursday,43,Fire Of Mercy,648,622,5,-7379,1,395,215,0.00808,51,309,131986,239289,4,,
Blur,Rock,alternative rock,United Kingdom,Friday,67,Song 2 - 2012 Remaster,674,789,8,-6903,1,676,178,708,753,918,129802,121160,4,,
Blur,Rock,alternative rock,United Kingdom,Friday,67,Girls & Boys,693,875,7,-8354,0,315,986,0,601,899,120048,259387,4,,
Blur,Rock,alternative rock,United Kingdom,Friday,67,Parklife - 2012 Remaster,628,89,4,-6094,1,675,121,0,281,722,138787,185093,4,,
Blur,Rock,alternative rock,United Kingdom,Friday,67,The Narcissist,563,908,1,-5318,0,34,363,0.00314,571,524,127969,245225,4,,
Blur,Rock,alternative rock,United Kingdom,Friday,67,Beetlebum - 2012 Remaster,542,627,0,-7105,1,243,794,517,277,814,89734,305213,4,,
ROSALï¿½A,Latin,latin viral pop,Spain,Friday,78,BESO,768,644,5,-6671,0,136,736,837,173,53,9505,194543,4,,
ROSALï¿½A,Latin,latin viral pop,Spain,Friday,78,DESPECHï¿½,914,622,7,-6538,1,892,146,0.00168,632,77,13004,156788,4,,
ROSALï¿½A,Latin,latin viral pop,Spain,Friday,78,Besos Moja2,736,727,5,-4642,0,571,584,0.000191,976,644,94048,229065,4,,
ROSALï¿½A,Latin,latin viral pop,Spain,Friday,78,LA NOCHE DE ANOCHE,856,618,7,-4892,1,286,303,0,866,391,81993,203201,4,,
ROSALï¿½A,Latin,latin viral pop,Spain,Friday,78,LA FAMA,766,295,0,-7893,0,464,947,0.00444,119,805,136016,188107,4,,
Christine and the Queens,Pop,art pop,France,Friday,54,Tilted,872,361,7,-988,1,609,283,262,108,489,100001,233247,4,,
Christine and the Queens,Pop,art pop,France,Friday,54,Christine,874,364,7,-10322,1,477,237,28,939,454,100027,234680,4,,
Christine and the Queens,Pop,art pop,France,Friday,54,New Shapes (feat. Christine and the Queens and Caroline Polachek),735,74,0,-4929,1,552,111,0,32,553,107061,200688,4,,
Christine and the Queens,Pop,art pop,France,Friday,54,3SEX,694,631,0,-8656,1,518,445,0.00228,162,275,137999,256027,4,,
Christine and the Queens,Pop,art pop,France,Friday,54,People. I've been sad,627,378,1,-91,0,382,253,104,143,221,77982,260877,4,,
D-Block Europe,Hip Hop,melodic drill,United Kingdom,Friday,76,Prada,638,717,8,-5804,1,375,1,0.000179,113,422,141904,132359,4,,
D-Block Europe,Hip Hop,melodic drill,United Kingdom,Friday,76,Prada (feat. Valexus) - Valexus Remix,67,748,1,-11441,1,123,236,874,106,557,153938,135126,4,,
D-Block Europe,Hip Hop,melodic drill,United Kingdom,Friday,76,Overseas,838,623,8,-7524,0,354,532,0,307,811,135935,222155,4,,
D-Block Europe,Hip Hop,melodic drill,United Kingdom,Friday,76,Prada - Acoustic Version,53,274,5,-9143,0,338,85,0,12,398,109413,133938,4,,
